ReviewID,ProductID,UserID,ReviewText,ReviewDate,Rating,Sentiment,ProductName,Details,Price,Category
71,133,1810,"Decent saree, but expected better quality.",18-12-2023,3,Neutral,Jaipuri Saree,"Cotton, handloom",1150,Kalamkari
72,173,1917,Prints faded after first wash.,19-11-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1374,Office
73,154,1251,Colors are not as vibrant as shown.,31-08-2023,1,Negative,Jaipuri Saree,"Cotton, formal",1073,Kalamkari
74,166,1761,"Average quality, suitable for occasional wear.",16-09-2023,3,Neutral,Kalamkari Saree,"Cotton, handloom",1948,Jaipuri
75,101,1087,The saree shrunk after washing.,29-05-2024,1,Negative,Jaipuri Saree,"Cotton, formal",1746,Office
76,102,1366,Beautiful Kalamkari saree with intricate designs.,10-05-2024,5,Positive,Kalamkari Saree,"Cotton, lightweight",1750,Office
77,108,1017,The saree shrunk after washing.,15-04-2024,1,Negative,Jaipuri Saree,"Cotton, printed",1647,Jaipuri
78,111,1430,Fabric is satisfactory but nothing special.,14-03-2024,3,Neutral,Jaipuri Saree,"Cotton, handloom",1611,Office
79,187,1295,Poor quality handloom work.,28-03-2024,1,Negative,Kalamkari Saree,"Cotton, lightweight",1622,Onam
80,152,1904,It's okay for casual wear.,31-12-2023,3,Neutral,Jaipuri Saree,"Cotton, printed",1742,Office
81,175,1282,Vibrant colors and comfortable fabric.,06-02-2024,5,Positive,Kalamkari Saree,"Cotton, lightweight",1108,Kalamkari
82,142,1541,The fabric is rough and uncomfortable.,17-02-2024,1,Negative,Kalamkari Saree,"Cotton, formal",1474,Onam
83,146,1830,The saree shrunk after washing.,18-09-2023,2,Negative,Jaipuri Saree,"Cotton, handloom",1227,Kalamkari
84,196,1338,Looks professional and feels comfortable.,06-11-2023,5,Positive,Office Saree,"Cotton, handloom",1921,Jaipuri
85,184,1597,It's okay for casual wear.,12-08-2023,3,Neutral,Jaipuri Saree,"Cotton, printed",1042,Onam
86,129,1346,I love the traditional Kalamkari patterns.,26-10-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1600,Jaipuri
87,102,1162,Feels very soft and comfortable to wear.,18-08-2023,4,Positive,Jaipuri Saree,"Cotton, lightweight",1479,Jaipuri
88,191,1294,Decent for the price but could be better.,21-04-2024,3,Neutral,Onam Saree,"Cotton, printed",1484,Jaipuri
89,163,1957,The fabric is rough and uncomfortable.,18-07-2023,2,Negative,Kalamkari Saree,"Cotton, lightweight",1750,Jaipuri
90,130,1907,"Perfect saree for office wear, very elegant.",31-10-2023,5,Positive,Office Saree,"Cotton, printed",1611,Onam
91,167,1291,The design on the saree faded after one wash.,13-07-2023,2,Negative,Kalamkari Saree,"Cotton, handloom",1595,Kalamkari
92,136,1989,"Lightweight and easy to wear, ideal for festive occasions.",10-06-2024,4,Positive,Onam Saree,"Cotton, printed",1643,Jaipuri
93,140,1577,Vibrant colors and comfortable fabric.,31-07-2023,4,Positive,Kalamkari Saree,"Cotton, formal",1197,Office
94,161,1062,"Average quality, suitable for occasional wear.",05-08-2023,3,Neutral,Kalamkari Saree,"Cotton, formal",1936,Onam
95,164,1445,"Colors faded after one wash, very disappointing.",21-07-2023,2,Negative,Onam Saree,"Cotton, printed",1719,Onam
96,110,1260,"Perfect for summer, light and airy.",07-04-2024,4,Positive,Jaipuri Saree,"Cotton, lightweight",1732,Kalamkari
97,175,1221,"Average quality, suitable for occasional office wear.",24-04-2024,3,Neutral,Office Saree,"Cotton, handloom",1433,Onam
98,104,1941,Decent saree but not very stylish.,08-02-2024,3,Neutral,Office Saree,"Cotton, printed",1047,Onam
99,197,1705,Fabric is fine but not very comfortable.,28-06-2024,3,Neutral,Office Saree,"Cotton, printed",1548,Kalamkari
100,153,1480,"The saree is okay, but nothing special.",02-06-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1762,Jaipuri
101,174,1998,Okay for casual wear but not for Onam.,06-06-2024,3,Neutral,Onam Saree,"Cotton, lightweight",1636,Kalamkari
102,119,1859,The fabric is rough and uncomfortable.,19-04-2024,1,Negative,Kalamkari Saree,"Cotton, lightweight",1202,Jaipuri
103,139,1035,The fabric is good quality and easy to maintain.,18-06-2024,4,Positive,Office Saree,"Cotton, formal",1613,Onam
104,173,1511,"The saree is okay, but nothing special.",27-06-2024,3,Neutral,Kalamkari Saree,"Cotton, printed",1614,Onam
105,183,1095,"Average quality, suitable for occasional wear.",21-07-2023,3,Neutral,Kalamkari Saree,"Cotton, handloom",1259,Kalamkari
106,142,1007,The design on the saree faded after one wash.,20-02-2024,2,Negative,Kalamkari Saree,"Cotton, lightweight",1634,Office
107,168,1109,The saree shrunk after washing.,05-03-2024,2,Negative,Jaipuri Saree,"Cotton, formal",1106,Kalamkari
108,117,1964,Feels very soft and comfortable to wear.,29-11-2023,5,Positive,Jaipuri Saree,"Cotton, printed",1212,Onam
109,182,1112,"Not a good fit for office wear, very uncomfortable.",21-06-2024,2,Negative,Office Saree,"Cotton, formal",1740,Jaipuri
110,151,1983,The saree shrunk after washing.,13-08-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1332,Office
111,182,1219,Perfect saree for Onam celebrations.,22-06-2024,4,Positive,Onam Saree,"Cotton, formal",1366,Jaipuri
112,148,1552,The saree shrunk after washing.,30-12-2023,2,Negative,Jaipuri Saree,"Cotton, handloom",1800,Office
113,138,1483,"Simple yet stylish, great for daily wear.",09-12-2023,4,Positive,Office Saree,"Cotton, lightweight",1343,Office
114,186,1339,Expected more vibrant colors.,26-12-2023,3,Neutral,Onam Saree,"Cotton, formal",1996,Jaipuri
115,162,1585,Satisfactory but expected better.,24-04-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1344,Jaipuri
116,105,1955,The colors are vibrant and look amazing.,08-12-2023,4,Positive,Jaipuri Saree,"Cotton, handloom",1852,Onam
117,191,1776,"Disappointed with the purchase, not worth the price.",28-09-2023,2,Negative,Kalamkari Saree,"Cotton, formal",1081,Onam
118,129,1025,Feels very soft and comfortable to wear.,01-06-2024,4,Positive,Jaipuri Saree,"Cotton, printed",1256,Onam
119,132,1251,"Fabric quality is poor, not suitable for Onam.",17-08-2023,1,Negative,Onam Saree,"Cotton, formal",1201,Kalamkari
120,113,1131,The saree looks stunning and is of great quality.,19-08-2023,5,Positive,Kalamkari Saree,"Cotton, printed",1665,Kalamkari
121,114,1424,Fabric is satisfactory but nothing special.,15-06-2024,3,Neutral,Jaipuri Saree,"Cotton, formal",1760,Onam
122,139,1711,Satisfactory but expected better.,19-12-2023,3,Neutral,Kalamkari Saree,"Cotton, printed",1020,Jaipuri
123,131,1072,The saree looks stunning and is of great quality.,17-10-2023,5,Positive,Kalamkari Saree,"Cotton, handloom",1384,Kalamkari
124,113,1104,"Beautiful traditional design, highly recommend.",21-10-2023,5,Positive,Onam Saree,"Cotton, printed",1053,Jaipuri
125,177,1863,Poor quality handloom work.,03-08-2023,2,Negative,Kalamkari Saree,"Cotton, formal",1115,Onam
126,114,1475,Decent saree but colors are a bit off.,22-06-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1032,Onam
127,105,1447,Looks professional and feels comfortable.,07-12-2023,4,Positive,Office Saree,"Cotton, printed",1441,Office
128,118,1649,Fabric is fine but not very comfortable.,07-08-2023,3,Neutral,Office Saree,"Cotton, lightweight",1171,Office
129,108,1543,Decent saree but not very stylish.,14-07-2023,3,Neutral,Office Saree,"Cotton, lightweight",1122,Jaipuri
130,101,1146,Fabric is satisfactory but nothing special.,20-08-2023,3,Neutral,Jaipuri Saree,"Cotton, formal",1220,Kalamkari
131,139,1632,The saree looks stunning and is of great quality.,09-06-2024,5,Positive,Kalamkari Saree,"Cotton, printed",1524,Onam
132,124,1152,"Lightweight and easy to wear, ideal for festive occasions.",15-11-2023,4,Positive,Onam Saree,"Cotton, formal",1694,Jaipuri
133,124,1607,"Fabric feels rough, not comfortable.",22-06-2024,2,Negative,Jaipuri Saree,"Cotton, printed",1630,Jaipuri
134,170,1932,Fabric is fine but the design is not great.,26-05-2024,3,Neutral,Kalamkari Saree,"Cotton, formal",1823,Kalamkari
135,133,1398,The fabric is rough and uncomfortable.,15-12-2023,1,Negative,Kalamkari Saree,"Cotton, handloom",1557,Office
136,149,1796,The saree shrunk after washing.,13-01-2024,2,Negative,Jaipuri Saree,"Cotton, handloom",1096,Onam
137,142,1488,The handloom work on this saree is exceptional.,09-05-2024,4,Positive,Kalamkari Saree,"Cotton, printed",1056,Onam
138,172,1651,Received many compliments during Onam.,07-01-2024,5,Positive,Onam Saree,"Cotton, lightweight",1082,Kalamkari
139,175,1195,Satisfactory for office but expected better.,29-02-2024,3,Neutral,Office Saree,"Cotton, lightweight",1131,Office
140,179,1699,"Looks cheap, not suitable for formal wear.",24-06-2024,1,Negative,Office Saree,"Cotton, lightweight",1690,Onam
141,138,1312,"Comfortable and formal, ideal for work.",24-05-2024,5,Positive,Office Saree,"Cotton, formal",1245,Onam
142,177,1018,The fabric is rough and uncomfortable.,06-07-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1893,Office
143,103,1897,"The saree is okay, but nothing special.",04-10-2023,3,Neutral,Kalamkari Saree,"Cotton, printed",1321,Kalamkari
144,146,1915,"Comfortable and formal, ideal for work.",16-05-2024,5,Positive,Office Saree,"Cotton, printed",1434,Office
145,163,1707,Beautiful Kalamkari saree with intricate designs.,16-12-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1204,Office
146,128,1967,Fabric is fine but not very comfortable.,28-10-2023,3,Neutral,Office Saree,"Cotton, lightweight",1547,Jaipuri
147,190,1388,"Fabric feels rough, not comfortable.",18-11-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1111,Onam
148,158,1921,"Colors are dull, not as shown in the picture.",09-01-2024,2,Negative,Office Saree,"Cotton, formal",1717,Office
149,124,1229,"Disappointed with the quality, looks cheap.",17-09-2023,1,Negative,Jaipuri Saree,"Cotton, formal",1142,Kalamkari
150,164,1349,Expected more vibrant colors.,02-12-2023,3,Neutral,Onam Saree,"Cotton, printed",1836,Kalamkari
151,199,1627,"The saree is okay, but nothing special.",19-09-2023,3,Neutral,Kalamkari Saree,"Cotton, printed",1935,Jaipuri
152,143,1723,"Perfect saree for office wear, very elegant.",14-06-2024,5,Positive,Office Saree,"Cotton, lightweight",1347,Office
153,176,1789,The fabric is rough and uncomfortable.,18-10-2023,2,Negative,Kalamkari Saree,"Cotton, printed",1411,Jaipuri
154,125,1635,"Not a good fit for office wear, very uncomfortable.",04-12-2023,1,Negative,Office Saree,"Cotton, printed",1468,Jaipuri
155,168,1848,Decent for the price but could be better.,04-05-2024,3,Neutral,Onam Saree,"Cotton, handloom",1863,Office
156,147,1066,The handloom work on this saree is exceptional.,15-12-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1877,Jaipuri
157,193,1587,The saree looks stunning and is of great quality.,01-12-2023,4,Positive,Kalamkari Saree,"Cotton, handloom",1499,Jaipuri
158,165,1889,The prints on this Jaipuri saree are beautiful.,17-09-2023,5,Positive,Jaipuri Saree,"Cotton, printed",1169,Office
159,130,1121,Expected more vibrant colors.,19-01-2024,3,Neutral,Onam Saree,"Cotton, printed",1909,Kalamkari
160,160,1037,"The saree is fine, but not very festive.",08-07-2023,3,Neutral,Onam Saree,"Cotton, lightweight",1423,Onam
161,109,1450,"Fabric quality is poor, not suitable for Onam.",18-06-2024,1,Negative,Onam Saree,"Cotton, handloom",1912,Onam
162,170,1692,It's okay for casual wear.,16-10-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1134,Kalamkari
163,159,1618,Colors are not as vibrant as shown.,16-11-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1761,Office
164,149,1762,"Colors faded after one wash, very disappointing.",07-06-2024,1,Negative,Onam Saree,"Cotton, printed",1649,Office
165,149,1122,Poor quality handloom work.,02-09-2023,1,Negative,Kalamkari Saree,"Cotton, formal",1417,Office
166,124,1703,"Disappointed with the quality, looks cheap.",15-02-2024,1,Negative,Jaipuri Saree,"Cotton, formal",1865,Onam
167,149,1022,The fabric is rough and uncomfortable.,14-02-2024,1,Negative,Kalamkari Saree,"Cotton, handloom",1719,Office
168,171,1295,"Colors are dull, not as shown in the picture.",07-04-2024,1,Negative,Office Saree,"Cotton, lightweight",1412,Jaipuri
169,162,1321,The saree shrunk after washing.,03-10-2023,2,Negative,Jaipuri Saree,"Cotton, handloom",1814,Onam
170,165,1276,Prints faded after first wash.,12-07-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1963,Jaipuri
171,104,1586,"Prints are fine, but quality is average.",31-07-2023,3,Neutral,Jaipuri Saree,"Cotton, handloom",1796,Kalamkari
172,147,1637,"Too lightweight, feels cheap.",04-10-2023,1,Negative,Onam Saree,"Cotton, handloom",1228,Office
173,162,1275,Fabric is fine but the design is not great.,03-03-2024,3,Neutral,Kalamkari Saree,"Cotton, handloom",1678,Office
174,150,1734,Feels very soft and comfortable to wear.,08-05-2024,4,Positive,Jaipuri Saree,"Cotton, printed",1825,Jaipuri
175,115,1808,The fabric is rough and uncomfortable.,17-02-2024,1,Negative,Kalamkari Saree,"Cotton, lightweight",1529,Kalamkari
176,153,1029,"Perfect saree for office wear, very elegant.",03-10-2023,5,Positive,Office Saree,"Cotton, handloom",1244,Kalamkari
177,122,1027,"Fabric quality is poor, not suitable for Onam.",02-11-2023,1,Negative,Onam Saree,"Cotton, printed",1427,Kalamkari
178,185,1715,Great quality fabric and lovely patterns.,24-09-2023,5,Positive,Jaipuri Saree,"Cotton, printed",1462,Office
179,139,1589,The handloom work on this saree is exceptional.,18-10-2023,5,Positive,Kalamkari Saree,"Cotton, formal",1990,Kalamkari
180,131,1769,The design on the saree faded after one wash.,25-01-2024,1,Negative,Kalamkari Saree,"Cotton, handloom",1232,Kalamkari
181,199,1676,Satisfactory for office but expected better.,24-09-2023,3,Neutral,Office Saree,"Cotton, lightweight",1035,Office
182,100,1034,The saree looks stunning and is of great quality.,01-11-2023,4,Positive,Kalamkari Saree,"Cotton, lightweight",1983,Jaipuri
183,125,1411,Beautiful Kalamkari saree with intricate designs.,06-06-2024,5,Positive,Kalamkari Saree,"Cotton, handloom",1740,Kalamkari
184,186,1422,"The saree is okay, but nothing special.",19-12-2023,3,Neutral,Kalamkari Saree,"Cotton, formal",1058,Kalamkari
185,114,1492,Colors are not as vibrant as shown.,05-04-2024,2,Negative,Jaipuri Saree,"Cotton, handloom",1092,Kalamkari
186,123,1269,Looks professional and feels comfortable.,21-05-2024,4,Positive,Office Saree,"Cotton, formal",1097,Jaipuri
187,190,1485,The fabric is rough and uncomfortable.,14-07-2023,2,Negative,Kalamkari Saree,"Cotton, lightweight",1618,Kalamkari
188,162,1635,Decent saree but colors are a bit off.,21-05-2024,3,Neutral,Kalamkari Saree,"Cotton, lightweight",1600,Onam
189,180,1939,"Simple yet stylish, great for daily wear.",13-03-2024,4,Positive,Office Saree,"Cotton, handloom",1414,Onam
190,100,1720,fantastic product,24-09-2023,4,Positive,Onam Saree,"Cotton, formal",1171,Jaipuri
191,180,1178,"Beautiful traditional design, highly recommend.",16-11-2023,4,Positive,Onam Saree,"Cotton, formal",1959,Office
192,130,1371,"Disappointed with the quality, looks cheap.",05-07-2024,2,Negative,Jaipuri Saree,"Cotton, lightweight",1243,Jaipuri
193,136,1899,Poor quality handloom work.,10-11-2023,1,Negative,Kalamkari Saree,"Cotton, formal",1437,Onam
194,150,1759,"Too lightweight, feels cheap.",30-04-2024,2,Negative,Onam Saree,"Cotton, printed",1806,Kalamkari
195,113,1354,"Average quality, suitable for occasional wear.",05-06-2024,3,Neutral,Kalamkari Saree,"Cotton, lightweight",1538,Kalamkari
196,192,1742,Prints faded after first wash.,10-12-2023,2,Negative,Jaipuri Saree,"Cotton, formal",1913,Office
197,132,1317,Received many compliments during Onam.,07-09-2023,5,Positive,Onam Saree,"Cotton, printed",1715,Onam
198,147,1018,"Average quality, suitable for occasional office wear.",17-05-2024,3,Neutral,Office Saree,"Cotton, lightweight",1747,Office
199,136,1901,"Colors faded after one wash, very disappointing.",08-11-2023,2,Negative,Onam Saree,"Cotton, lightweight",1799,Kalamkari
200,101,1276,The design on the saree faded after one wash.,08-08-2023,1,Negative,Kalamkari Saree,"Cotton, printed",1388,Kalamkari
201,172,1824,"Decent saree, but expected better quality.",17-10-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1148,Onam
202,196,1058,The design on the saree faded after one wash.,26-08-2023,2,Negative,Kalamkari Saree,"Cotton, lightweight",1224,Office
203,194,1103,"Fabric feels rough, not comfortable.",31-12-2023,1,Negative,Jaipuri Saree,"Cotton, lightweight",1187,Onam
204,128,1102,The cotton fabric is very comfortable.,15-01-2024,5,Positive,Onam Saree,"Cotton, lightweight",1006,Kalamkari
205,196,1585,"Average quality, suitable for occasional office wear.",17-10-2023,3,Neutral,Office Saree,"Cotton, printed",1373,Jaipuri
206,125,1373,"Not as vibrant as shown in the picture, quite dull.",27-01-2024,1,Negative,Kalamkari Saree,"Cotton, printed",1765,Jaipuri
207,186,1218,Amazing quality ,17-12-2023,5,Positive,Kalamkari Saree,"Cotton, printed",1108,Onam
208,151,1454,"Fabric feels rough, not comfortable.",14-08-2023,2,Negative,Jaipuri Saree,"Cotton, lightweight",1417,Jaipuri
209,123,1207,Decent saree but colors are a bit off.,20-11-2023,3,Neutral,Kalamkari Saree,"Cotton, formal",1547,Office
210,136,1237,"Average quality, suitable for occasional wear.",12-03-2024,3,Neutral,Kalamkari Saree,"Cotton, printed",1696,Office
211,109,1039,"Colors are okay, but not very vibrant.",25-07-2023,3,Neutral,Jaipuri Saree,"Cotton, lightweight",1938,Office
212,132,1308,Great quality fabric and lovely patterns.,25-02-2024,5,Positive,Jaipuri Saree,"Cotton, handloom",1941,Office
213,136,1841,The design on the saree faded after one wash.,04-10-2023,2,Negative,Kalamkari Saree,"Cotton, formal",1310,Kalamkari
214,117,1193,"Perfect for summer, light and airy.",18-06-2024,5,Positive,Jaipuri Saree,"Cotton, formal",1958,Jaipuri
215,121,1296,"Disappointed with the quality, looks cheap.",16-09-2023,2,Negative,Jaipuri Saree,"Cotton, printed",1053,Onam
216,114,1705,"Colors faded after one wash, very disappointing.",30-08-2023,2,Negative,Onam Saree,"Cotton, lightweight",1342,Kalamkari
217,161,1726,Great quality fabric and lovely patterns.,16-08-2023,5,Positive,Jaipuri Saree,"Cotton, handloom",1244,Jaipuri
218,172,1314,"Not a good fit for office wear, very uncomfortable.",30-10-2023,2,Negative,Office Saree,"Cotton, lightweight",1055,Office
219,165,1083,The handloom work on this saree is exceptional.,26-05-2024,4,Positive,Kalamkari Saree,"Cotton, formal",1403,Office
220,178,1504,Decent saree but not very stylish.,20-07-2023,3,Neutral,Office Saree,"Cotton, formal",1013,Kalamkari
221,192,1227,Fantastic,08-01-2024,5,Positive,Office Saree,"Cotton, lightweight",1937,Jaipuri
222,122,1938,Beautiful Kalamkari saree with intricate designs.,19-01-2024,5,Positive,Kalamkari Saree,"Cotton, formal",1633,Jaipuri
